bet_id,game,name,result_type,amount,odds,stake,pick,market
4528096,Basketball,South East Melbourne Phoenix v Tasmania JackJumpers - NBL 2024/2025 (Australia 1),Lost,"70,964,534",3.40,,Tasmania JackJumpers,2-Way Full event
4528098,Basketball,Cairns Taipans v Illawarra Hawks - NBL 2024/2025 (Australia 1),Lost,"49,173,118",1.73,,Over 195.5 Total,Over/Under 195.5 Total Full event
4528099,Basketball,Perth Wildcats v Melbourne United - NBL 2024/2025 (Australia 1),Lost,"30,296,900",1.68,,Over 197 Total,Over/Under 197 Total Full event
4528100,Basketball,South East Melbourne Phoenix v Sydney Kings - NBL 2024/2025 (Australia 1),Won,"32,000,000",1.80,"40,000,000",Over 191 Total,Over/Under 191 Total Full event
4528101,Basketball,Illawarra Hawks v Brisbane Bullets - NBL 2024/2025 (Australia 1),Won,"21,000,000",1.70,"30,000,000",Over 196 Total,Over/Under 196 Total Full event
4528103,Basketball,Tasmania JackJumpers v New Zealand Breakers - NBL 2024/2025 (Australia 1),Won,"53,001,443",1.53,"100,002,722",Over 170.5 Total,Over/Under 170.5 Total Full event
4528105,Basketball,Perth Wildcats v New Zealand Breakers - NBL 2024/2025 (Australia 1),Lost,"5,000,000",2.62,,New Zealand Breakers,2-Way Full event
4528107,Basketball,Cairns Taipans v New Zealand Breakers - NBL 2024/2025 (Australia 1),Lost,"6,800,000",1.86,,Over 172.5 Total,Over/Under 172.5 Total Full event
4528108,Basketball,Tasmania JackJumpers v New Zealand Breakers - NBL 2024/2025 (Australia 1),Lost,"99,951,676",1.92,,Over 165 Total,Over/Under 165 Total Full event
4528109,Basketball,Melbourne United v New Zealand Breakers - NBL 2024/2025 (Australia 1),Won,"31,762,580",1.77,"41,250,104",Over 172.5 Total,Over/Under 172.5 Total Full event
4528110,Basketball,New Zealand Breakers v Adelaide 36ers - NBL 2024/2025 (Australia 1),Won,"8,468,308",1.83,"10,202,781",Over 171.5 Total,Over/Under 171.5 Total Full event
4528112,Basketball,Illawarra Hawks v New Zealand Breakers - NBL 2024/2025 (Australia 1),Won,"3,000,000",2.00,"3,000,000",Over 189 Total,Over/Under 189 Total Full event
4528113,Basketball,Brisbane Bullets v New Zealand Breakers - NBL 2024/2025 (Australia 1),Lost,"10,000,000",1.70,,Over 180.5 Total,Over/Under 180.5 Total Full event
4528116,Basketball,New Zealand Breakers v Sydney Kings - NBL 2024/2025 (Australia 1),Lost,"10,000,000",1.73,,Over 176.5 Total,Over/Under 176.5 Total Full event
4528118,Basketball,New Zealand Breakers v South East Melbourne Phoenix - NBL 2024/2025 (Australia 1),Lost,"18,912,630",1.72,,Over 173 Total,Over/Under 173 Total Full event
4528121,Basketball,New Zealand Breakers v Tasmania JackJumpers - NBL 2024/2025 (Australia 1),Won,"60,657,462",1.61,"99,438,462",Over 162 Total,Over/Under 162 Total Full event
4528122,Basketball,Adelaide 36ers v New Zealand Breakers - NBL 2024/2025 (Australia 1),Won,"48,774,725",1.73,"66,814,692",Over 181.5 Total,Over/Under 181.5 Total Full event
4528123,Basketball,New Zealand Breakers v Tasmania JackJumpers - NBL 2024/2025 (Australia 1),Lost,"4,600,000",1.73,,Over 173.5 Total,Over/Under 173.5 Total Full event
4528124,Basketball,South East Melbourne Phoenix v New Zealand Breakers - NBL 2024/2025 (Australia 1),Won,"14,000,000",1.70,"20,000,000",Under 193 Total,Over/Under 193 Total Full event
4528125,Basketball,New Zealand Breakers v Brisbane Bullets - NBL 2024/2025 (Australia 1),Won,"105,170,942",2.75,"60,097,681",Brisbane Bullets,2-Way Full event
4528128,Basketball,New Zealand Breakers v Illawarra Hawks - NBL 2024/2025 (Australia 1),Lost,"19,423,075",1.87,,Over 187.5 Total,Over/Under 187.5 Total Full event
4534566,Football,Holstein Kiel v Bayern Munich - Bundesliga 2024/2025 (Germany 1),Lost,"5,000,000",2.50,,Bayern Munich,Win to nil Ordinary time
4534576,Football,Bayern Munich v Bayer Leverkusen - Bundesliga 2024/2025 (Germany 1),Lost,"2,000,000",4.50,,Bayer Leverkusen,3-Way Ordinary time
4534640,Football,Borussia Dortmund v Bayern Munich - Bundesliga 2024/2025 (Germany 1),Lost,"3,283,112",5.00,,Borussia Dortmund,3-Way Ordinary time
4534662,Football,Mainz 05 v Bayern Munich - Bundesliga 2024/2025 (Germany 1),Lost,"80,000,000",2.62,,Over 2.5 Total Goals,Bayern Munich Score Over/Under 2.5 Total Goals Ordinary time
4534774,Football,Bayer Leverkusen v Bochum - Bundesliga 2024/2025 (Germany 1),Won,"8,500,000",1.85,"10,000,000",Over 2.5 Total Goals,Bayer Leverkusen Score Over/Under 2.5 Total Goals Ordinary time
4534787,Football,Augsburg v Bayern Munich - Bundesliga 2024/2025 (Germany 1),Won,"42,000,000",2.40,"30,000,000",Over 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
4535284,Football,Genoa v Roma - Serie A 2024/2025 (Italy 1),Refunded,"5,434,285",2.23,,Under 2 Total Goals,Over/Under 2 Total Goals Ordinary time
4535345,Football,AC Milan v Inter - Serie A 2024/2025 (Italy 1),Lost,"20,000,000",2.85,,Over 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
4542821,Basketball,Decin v BK Olomoucko - NBL 2024/2025 (Czech Republic 1),Won,"16,921,448",1.81,"20,890,677",Under 171.5 Total,Over/Under 171.5 Total Full event
4542888,Basketball,Nymburk v Srsni Pisek - NBL 2024/2025 (Czech Republic 1),Lost,"7,814,736",1.85,,Under 175.5 Total,Over/Under 175.5 Total Full event
4545355,Basketball,Bali United v Pelita Jaya - IBL Playoff 2024 (Indonesia 1),Lost,"1,500,940",1.80,,Over 165.5 Total,Over/Under 165.5 Total Full event
4545357,Basketball,Rans PIK v Prawira Bandung - IBL Playoff 2024 (Indonesia 1),Lost,"1,499,670",1.83,,Over 164.5 Total,Over/Under 164.5 Total Full event
4556627,Basketball,Barcelona v Alba Berlin - EuroLeague 2024/2025 (Euroleague 1),Won,"17,020,000",1.74,"23,000,000",Under 165.5 Total,Over/Under 165.5 Total Full event
4556629,Basketball,Olympiacos B.C. v Zalgiris Kaunas - EuroLeague 2024/2025 (Euroleague 1),Lost,"25,330,000",1.74,,Over 153.5 Total,Over/Under 153.5 Total Full event
4556631,Basketball,Panathinaikos v FC Bayern Munchen - EuroLeague 2024/2025 (Euroleague 1),Won,"17,400,000",1.87,"20,000,000",Over 160 Total,Over/Under 160 Total Full event
4556634,Basketball,Zalgiris Kaunas v Barcelona - EuroLeague 2024/2025 (Euroleague 1),Won,"5,491,603",2.25,"4,393,282",Zalgiris Kaunas,2-Way Full event
4556638,Basketball,Fenerbahce v Olympiacos B.C. - EuroLeague 2024/2025 (Euroleague 1),Lost,"6,000,000",2.00,,Over 159.5 Total,Over/Under 159.5 Total Full event
4556645,Basketball,Barcelona v Monaco - EuroLeague 2024/2025 (Euroleague 1),Won,"3,000,000",2.00,"3,000,000",Under 159.5 Total,Over/Under 159.5 Total Full event
4556646,Basketball,Alba Berlin v Fenerbahce - EuroLeague 2024/2025 (Euroleague 1),Lost,"3,500,000",2.00,,Over 162.5 Total,Over/Under 162.5 Total Full event
4556657,Basketball,Maccabi Tel Aviv v Real Madrid - EuroLeague 2024/2025 (Euroleague 1),Lost,"5,000,000",1.91,,Over 171.5 Total,Over/Under 171.5 Total Full event
4556658,Basketball,Olympiacos B.C. v Barcelona - EuroLeague 2024/2025 (Euroleague 1),Won,"7,488,572",2.04,"7,200,550",Over 161.5 Total,Over/Under 161.5 Total Full event
4556660,Basketball,Fenerbahce v Partizan - EuroLeague 2024/2025 (Euroleague 1),Lost,"9,000,000",1.91,,Over 161.5 Total,Over/Under 161.5 Total Full event
4556661,Basketball,Zalgiris Kaunas v Monaco - EuroLeague 2024/2025 (Euroleague 1),Lost,"7,443,950",1.91,,Over 157 Total,Over/Under 157 Total Full event
4556667,Basketball,Olimpia Milano v Real Madrid - EuroLeague 2024/2025 (Euroleague 1),Lost,"28,500,000",1.84,,Over 162.5 Total,Over/Under 162.5 Total Full event
4556675,Basketball,Zalgiris Kaunas v Maccabi Tel Aviv - EuroLeague 2024/2025 (Euroleague 1),Lost,"14,911,577",3.25,,Maccabi Tel Aviv,2-Way Full event
4556679,Basketball,Fenerbahce v Panathinaikos - EuroLeague 2024/2025 (Euroleague 1),Lost,"2,561,874",2.00,,Over 161.5 Total,Over/Under 161.5 Total Full event
4556709,Basketball,Fenerbahce v FC Bayern Munchen - EuroLeague 2024/2025 (Euroleague 1),Lost,"1,000,000",2.00,,Over 163.5 Total,Over/Under 163.5 Total Full event
4556719,Basketball,Maccabi Tel Aviv v Olympiacos B.C. - EuroLeague 2024/2025 (Euroleague 1),Won,"3,600,000",1.90,"4,000,000",Over 164.5 Total,Over/Under 164.5 Total Full event
4556728,Basketball,ASVEL Lyon-Villeurbanne v Real Madrid - EuroLeague 2024/2025 (Euroleague 1),Lost,"6,247,709",1.87,,Over 166 Total,Over/Under 166 Total Full event
4556752,Basketball,Fenerbahce v Monaco - EuroLeague 2024/2025 (Euroleague 1),Won,"21,000,000",1.70,"30,000,000",Over 161 Total,Over/Under 161 Total Full event
4556781,Basketball,Panathinaikos v Saski Baskonia - EuroLeague 2024/2025 (Euroleague 1),Won,"4,920,000",1.82,"6,000,000",Over 167.5 Total,Over/Under 167.5 Total Full event
4556821,Basketball,Anadolu Efes v ASVEL Lyon-Villeurbanne - EuroLeague 2024/2025 (Euroleague 1),Lost,"3,350,106",1.82,,Over 165.5 Total,Over/Under 165.5 Total Full event
4556826,Basketball,ASVEL Lyon-Villeurbanne v Alba Berlin - EuroLeague 2024/2025 (Euroleague 1),Won,"6,797,131",1.42,"16,183,646",Over 161.5 Total,Over/Under 161.5 Total Full event
4556842,Basketball,Fenerbahce v Virtus Bologna - EuroLeague 2024/2025 (Euroleague 1),Won,"9,055,566",1.87,"10,408,696",Over 161 Total,Over/Under 161 Total Full event
4556844,Basketball,Olympiacos B.C. v Anadolu Efes - EuroLeague 2024/2025 (Euroleague 1),Won,"2,460,000",1.82,"3,000,000",Over 167.5 Total,Over/Under 167.5 Total Full event
4556845,Basketball,Partizan v KK Crvena Zvezda - EuroLeague 2024/2025 (Euroleague 1),Lost,"16,024,559",1.70,,Over 163 Total,Over/Under 163 Total Full event
4556846,Basketball,Anadolu Efes v Real Madrid - EuroLeague 2024/2025 (Euroleague 1),Lost,"20,000,000",1.80,,Over 169.5 Total,Over/Under 169.5 Total Full event
4556867,Basketball,Saski Baskonia v FC Bayern Munchen - EuroLeague 2024/2025 (Euroleague 1),Won,"7,184,127",1.80,"8,980,159",Over 167.5 Total,Over/Under 167.5 Total Full event
4556909,Basketball,Virtus Bologna v Olimpia Milano - EuroLeague 2024/2025 (Euroleague 1),Lost,"9,000,000",2.00,,Over 165.5 Total,Over/Under 165.5 Total Full event
4556910,Basketball,Saski Baskonia v ASVEL Lyon-Villeurbanne - EuroLeague 2024/2025 (Euroleague 1),Won,"9,581,614",2.00,"9,581,614",Over 169.5 Total,Over/Under 169.5 Total Full event
4559976,Basketball,Kouvot v Tapiolan Honka - Korisliiga 2024/2025 (Finland 1),Lost,"7,931,497",1.78,,Over 171 Total,Over/Under 171 Total Full event
4559989,Basketball,KTP Basket v BC Nokia - Korisliiga 2024/2025 (Finland 1),Won,"1,100,000",2.10,"1,000,000",KTP Basket,2-Way Full event
4560000,Basketball,KTP Basket v Tapiolan Honka - Korisliiga 2024/2025 (Finland 1),Won,"4,000,000",1.80,"5,000,000",Over 165.5 Total,Over/Under 165.5 Total Full event
4560033,Basketball,UU Korihait v BC Nokia - Korisliiga 2024/2025 (Finland 1),Lost,"23,016,660",1.84,,Under 166.5 Total,Over/Under 166.5 Total Full event
4561865,Basketball,Mobis Phoebus v Anyang - KBL 2024/2025 (South Korea 1),Won,"13,750,000",3.75,"5,000,000",Anyang,2-Way Full event
4561866,Basketball,Goyang v Anyang - KBL 2024/2025 (South Korea 1),Won,"8,000,000",1.80,"10,000,000",Under 159.5 Total,Over/Under 159.5 Total Full event
4561868,Basketball,Anyang v Daegu Pegasus - KBL 2024/2025 (South Korea 1),Lost,"10,000,000",2.29,,Anyang,2-Way Full event
4561873,Basketball,Sonic Boom v Wonju DB Promy - KBL 2024/2025 (South Korea 1),Lost,"5,000,000",2.29,,Wonju DB Promy,2-Way Full event
4561874,Basketball,Wonju DB Promy v KCC Egis - KBL 2024/2025 (South Korea 1),Won,"8,500,000",1.85,"10,000,000",Under 162.5 Total,Over/Under 162.5 Total Full event
4561876,Basketball,LG Sakers v Mobis Phoebus - KBL 2024/2025 (South Korea 1),Won,"8,800,000",2.10,"8,000,000",Mobis Phoebus,2-Way Full event
4561877,Basketball,Daegu Pegasus v Seoul Knights - KBL 2024/2025 (South Korea 1),Lost,"8,000,000",1.90,,Seoul Knights,2-Way Full event
4561879,Basketball,Wonju DB Promy v Goyang - KBL 2024/2025 (South Korea 1),Lost,"21,199,019",1.78,,Over 154.5 Total,Over/Under 154.5 Total Full event
4561880,Basketball,Daegu Pegasus v Sonic Boom - KBL 2024/2025 (South Korea 1),Lost,"20,000,000",1.81,,Under 154.5 Total,Over/Under 154.5 Total Full event
4561881,Basketball,Mobis Phoebus v Seoul Knights - KBL 2024/2025 (South Korea 1),Won,"16,600,000",1.83,"20,000,000",Over 158.5 Total,Over/Under 158.5 Total Full event
4561883,Basketball,Wonju DB Promy v Daegu Pegasus - KBL 2024/2025 (South Korea 1),Lost,"15,000,000",1.83,,Over 159.5 Total,Over/Under 159.5 Total Full event
4561889,Basketball,LG Sakers v KCC Egis - KBL 2024/2025 (South Korea 1),Lost,"20,000,000",1.81,,Under 163.5 Total,Over/Under 163.5 Total Full event
4561890,Basketball,Seoul Knights v Wonju DB Promy - KBL 2024/2025 (South Korea 1),Lost,"10,600,066",1.85,,Wonju DB Promy,2-Way Full event
4561891,Basketball,KCC Egis v Goyang - KBL 2024/2025 (South Korea 1),Lost,"20,000,000",1.86,,Over 167 Total,Over/Under 167 Total Full event
4561893,Basketball,LG Sakers v Anyang - KBL 2024/2025 (South Korea 1),Lost,"30,000,000",1.97,,Over 160.5 Total,Over/Under 160.5 Total Full event
4561899,Basketball,Seoul Thunders v Seoul Knights - KBL 2024/2025 (South Korea 1),Lost,"9,000,000",1.80,,Over 157.5 Total,Over/Under 157.5 Total Full event
4561900,Basketball,Sonic Boom v Mobis Phoebus - KBL 2024/2025 (South Korea 1),Lost,"6,000,000",2.37,,Sonic Boom,2-Way Full event
4561902,Basketball,Anyang v Sonic Boom - KBL 2024/2025 (South Korea 1),Lost,"25,192,642",1.85,,Over 153.5 Total,Over/Under 153.5 Total Full event
4561933,Basketball,KCC Egis v Mobis Phoebus - KBL 2024/2025 (South Korea 1),Lost,"8,000,000",1.91,,Mobis Phoebus,2-Way Full event
4561948,Basketball,Sonic Boom v Mobis Phoebus - KBL 2024/2025 (South Korea 1),Won,"25,500,000",1.85,"30,000,000",Over 157.5 Total,Over/Under 157.5 Total Full event
4561949,Basketball,KCC Egis v Anyang - KBL 2024/2025 (South Korea 1),Lost,"39,060,280",2.75,,Anyang,2-Way Full event
4561957,Basketball,Mobis Phoebus v Anyang - KBL 2024/2025 (South Korea 1),Won,"34,000,000",1.85,"40,000,000",Over 158.5 Total,Over/Under 158.5 Total Full event
4562013,Basketball,Sonic Boom v Seoul Thunders - KBL 2024/2025 (South Korea 1),Lost,"20,000,000",2.50,,Seoul Thunders,2-Way Full event
4562014,Basketball,Anyang v Wonju DB Promy - KBL 2024/2025 (South Korea 1),Lost,"20,000,000",2.04,,Anyang,2-Way Full event
4562027,Basketball,KCC Egis v Anyang - KBL 2024/2025 (South Korea 1),Lost,"20,000,000",1.80,,Under 164.5 Total,Over/Under 164.5 Total Full event
4562038,Basketball,Wonju DB Promy v Sonic Boom - KBL 2024/2025 (South Korea 1),Lost,"11,000,000",1.85,,Over 152.5 Total,Over/Under 152.5 Total Full event
4562040,Basketball,Goyang v Anyang - KBL 2024/2025 (South Korea 1),Lost,"3,000,000",2.14,,Goyang,2-Way Full event
4562058,Basketball,Seoul Knights v Daegu Pegasus - KBL 2024/2025 (South Korea 1),Won,"4,916,984",1.81,"6,070,350",Over 149.5 Total,Over/Under 149.5 Total Full event
4562085,Basketball,LG Sakers v Daegu Pegasus - KBL 2024/2025 (South Korea 1),Won,"13,923,868",1.85,"16,381,021",Over 148 Total,Over/Under 148 Total Full event
4562090,Basketball,Daegu Pegasus v Wonju DB Promy - KBL 2024/2025 (South Korea 1),Won,"9,840,000",2.23,"8,000,000",Wonju DB Promy,2-Way Full event
4562105,Basketball,Goyang v Anyang - KBL 2024/2025 (South Korea 1),Lost,"5,431,866",2.04,,Goyang,2-Way Full event
4562114,Basketball,Seoul Knights v Mobis Phoebus - KBL 2024/2025 (South Korea 1),Won,"4,250,000",1.85,"5,000,000",Over 157.5 Total,Over/Under 157.5 Total Full event
4562115,Basketball,Anyang v KCC Egis - KBL 2024/2025 (South Korea 1),Won,"4,250,000",1.85,"5,000,000",Over 156.5 Total,Over/Under 156.5 Total Full event
4562118,Basketball,Seoul Thunders v Daegu Pegasus - KBL 2024/2025 (South Korea 1),Lost,"10,000,000",3.00,,Seoul Thunders,2-Way Full event
4562138,Basketball,"S-Birds v Hansae Woori - WKBL 2024/2025 (South Korea 1, female)",Lost,"15,000,000",1.81,,Under 130 Total,Over/Under 130 Total Full event
4562143,Basketball,"Hansae Woori v KEB Hana - WKBL 2024/2025 (South Korea 1, female)",Won,"4,374,263",1.83,"5,270,196",Hansae Woori,-4.5
4562146,Basketball,"Samsung Blue Minx v S-Birds - WKBL 2024/2025 (South Korea 1, female)",Lost,"3,000,000",1.85,,Under 129.5 Total,Over/Under 129.5 Total Full event
4562153,Basketball,"Busan BNK Sum v Samsung Blue Minx - WKBL 2024/2025 (South Korea 1, female)",Lost,"10,000,000",2.10,,Samsung Blue Minx,2-Way Full event
4562156,Basketball,"Hansae Woori v Busan BNK Sum - WKBL 2024/2025 (South Korea 1, female)",Lost,"8,000,000",1.83,,Hansae Woori,2-Way Full event
4562158,Basketball,"Hansae Woori v Samsung Blue Minx - WKBL 2024/2025 (South Korea 1, female)",Won,"16,800,000",1.84,"20,000,000",Hansae Woori,-4
4562159,Basketball,"Busan BNK Sum v KB Stars - WKBL 2024/2025 (South Korea 1, female)",Won,"17,000,000",1.85,"20,000,000",Under 132 Total,Over/Under 132 Total Full event
4562160,Basketball,"S-Birds v Samsung Blue Minx - WKBL 2024/2025 (South Korea 1, female)",Lost,"21,000,000",1.82,,Samsung Blue Minx,-3
4562170,Basketball,"KEB Hana v Busan BNK Sum - WKBL 2024/2025 (South Korea 1, female)",Lost,"3,000,000",1.78,,Busan BNK Sum,-5.5
4562171,Basketball,"Samsung Blue Minx v Hansae Woori - WKBL 2024/2025 (South Korea 1, female)",Lost,"5,000,000",1.89,,Over 126.5 Total,Over/Under 126.5 Total Full event
4562182,Basketball,"Hansae Woori v KB Stars - WKBL 2024/2025 (South Korea 1, female)",Won,"7,200,000",1.90,"8,000,000",Over 118.5 Total,Over/Under 118.5 Total Full event
4562184,Basketball,"Busan BNK Sum v Hansae Woori - WKBL 2024/2025 (South Korea 1, female)",Lost,"32,000,000",1.83,,Over 119.5 Total,Over/Under 119.5 Total Full event
4562187,Basketball,"KEB Hana v Hansae Woori - WKBL 2024/2025 (South Korea 1, female)",Won,"2,490,000",1.83,"3,000,000",Under 117.5 Total,Over/Under 117.5 Total Full event
4562194,Basketball,"Hansae Woori v KEB Hana - WKBL 2024/2025 (South Korea 1, female)",Won,"36,124,694",1.78,"46,313,710",Under 124 Total,Over/Under 124 Total Full event
4562196,Basketball,"KB Stars v Hansae Woori - WKBL 2024/2025 (South Korea 1, female)",Won,"26,669,408",1.84,"31,749,295",Hansae Woori,-2.5
4562197,Basketball,"S-Birds v Samsung Blue Minx - WKBL 2024/2025 (South Korea 1, female)",Lost,"45,000,000",1.80,,Under 125.5 Total,Over/Under 125.5 Total Full event
4562212,Basketball,"Hansae Woori v KEB Hana - WKBL 2024/2025 (South Korea 1, female)",Won,"4,200,000",1.84,"5,000,000",Under 119 Total,Over/Under 119 Total Full event
4562222,Basketball,"Hansae Woori v Samsung Blue Minx - WKBL 2024/2025 (South Korea 1, female)",Lost,"5,520,000",1.80,,Over 120.5 Total,Over/Under 120.5 Total Full event
